Convocatoria anterior,Código de curso,Curso,Objetivos,Contenidos,Requisitos,Etiquetas,Libros,Moodle_url,Portada,Horas,Descripción,Convocatoria,Curso Escolar,1.1,1.2,1.3,1.4,1.5,2.1,2.2,2.3,3.1,3.2,3.3,3.4,4.1,4.2,4.3,5.1,5.2,5.3,6.1,6.2,6.3,6.4,6.5
True,8300.0,CÓMO TOMAR DECISIONES EDUCATIVAS INFORMADAS,"Mejorar el conocimiento, la práctica y la toma de decisiones educativas informadas por la investigación científica. ",¿De qué hablamos cuando hablamos de educación guiada por la investigación? Modas educativas Cómo valorar propuestas educativas Neuromitos más prevalentes El conocimiento científico como algo provisional y sujeto a revisión constante Buscando la letra pequeña de los estudios e investigaciones ¿Cómo aprendemos? Esta actividad se considera equivalente al módulo 7 del bloque específico del itinerario formativo de personas coordinadoras de formación en los centros educativos no universitarios. Resolución de 22 de diciembre de 2020 del Director General de Innovación y Formación Profesional sobre itinerarios formativos de las personas coordinadoras de formación en los centros educativos no universitarios de las asesorías de formación del profesorado en los Centros de Profesorado y creación de los itinerarios formativos de personas coordinadoras de formación para el uso de las tecnologías en los aprendizajes personas coordinadoras de convivencia e igualdad y personas coordinadoras del itinerario bilingüe en los centros educativos no universitarios. Módulo: 7 CÓMO TOMAR DECISIONES EDUCATIVAS INFORMADAS,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Itinerarios formativos/COFO,,https://moodle.catedu.es/course/view.php?id=1051,https://moodle.catedu.es/pluginfile.php/128003/course/overviewfiles/taylor-wilcox-4nKOEAQaTgA-unsplash.jpg,10.0,,1.0,2022-23,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
True,8400.0,TRABAJO FIN DE ITINERARIO COFO,,Propuestas para impulsar la participación del profesorado en las actividades de formación de su centro Estrategias de coordinación con el Centro de Profesorado para la mejora de la formación de los docentes de su centro y propuesta de actividades concretas Estrategias de coordinación con el Centro de Profesorado para la mejora de la formación de los docentes de su centro y propuesta de actividades concretas Indicadores de log. Reflexión personal sobre qué puede aportar el solicitante a la formación de los docentes de su centro desde su experiencia personal y docente,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Itinerarios formativos/COFO,,https://moodle.catedu.es/course/view.php?id=421,https://moodle.catedu.es/pluginfile.php/70760/course/overviewfiles/administration_analytics_business_commerce_data_desk_documents_finance-911763.jpg,30.0,,1.0,2022-23,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
True,9100.0,CIUDADANÍA DIGITAL,"•        Conocer cuáles son las habilidades mínimas que tiene que tener un docente en las nuevas tecnologías
•        Conocer los conceptos básicos de seguridad y protección en el manejo de Internet
•        Respetar los derechos de autor, licencias y buenas prácticas del uso de Internet.
",CAPÍTULO 1 ALFABETIZACIÓN DIGITAL: ¿Qué es?. Información. Comunicación. Creación. Seguridad. Resolución problemas CAPÍTULO 2 SEGURIDAD: CiberataquesEnlaces y Phising. Privacidad. Peligros. Recursos. Control parental. Para saber + CAPÍTULO 3 LICENCIAS: Recursos abiertos. Licencias CC. Imágenes. Referenciar CAPÍTULO 4 USO RESPONSABLE Y ÉTICO: Uso responsable menores. Uso responsable centro. Uso Internet y email. Bulos. Ética Esta actividad se considera equivalente al módulo 5 del bloque específico del itinerario formativo de personas coordinadoras de formación para el uso de las tecnologías en los aprendizajes en los centros educativos no universitarios. Resolución de 22 de diciembre de 2020 del Director General de Innovación y Formación Profesional sobre itinerarios formativos de las personas coordinadoras de formación en los centros educativos no universitarios de las asesorías de formación del profesorado en los Centros de Profesorado y creación de los itinerarios formativos de personas coordinadoras de formación para el uso de las tecnologías en los aprendizajes personas coordinadoras de convivencia e igualdad y personas coordinadoras del itinerario bilingüe en los centros educativos no universitarios. Módulo: 5 CIUDADANÍA DIGITAL,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Itinerarios formativos/COFOTAP,https://libros.catedu.es/books/ciudadania-digital,https://moodle.catedu.es/course/view.php?id=1052,https://moodle.catedu.es/pluginfile.php/128035/course/overviewfiles/kylie-haulk-mwHQICmDc10-unsplash%20%281%29.jpg,5.0,,1.0,2022-23,A2,A2,A1,A2,A2,A1,A2,A2,A2,,,,,,,,,,A1,A2,A1,A1,A1
True,9200.0,COMMUNITY MANAGER EDUCATIVO,,1. Introducción 2. Mi centro en las Redes Sociales: ¿Por qué?. ¿Para quién?. ¿Qué? 3. Community manager educativo: Resumimos vinculamos y definimos. Sus cualidades 4. El plan de medios sociales. Ideas desde la experiencia. Contenidos para un plan. Modelos organizativos 5. Las redes son muy suyas. Cada red con su gramática. Una imagen para cada red 6. Seguimiento monitorización y planificación. Metricool. Hootsuite 7. Para saber más 8. Evaluaón Esta actividad se considera equivalente al módulo 6 del bloque específico del itinerario formativo de personas coordinadoras de formación para el uso de las tecnologías en los aprendizajes en los centros educativos no universitarios. Resolución de 22 de diciembre de 2020 del Director General de Innovación y Formación Profesional sobre itinerarios formativos de las personas coordinadoras de formación en los centros educativos no universitarios de las asesorías de formación del profesorado en los Centros de Profesorado y creación de los itinerarios formativos de personas coordinadoras de formación para el uso de las tecnologías en los aprendizajes personas coordinadoras de convivencia e igualdad y personas coordinadoras del itinerario bilingüe en los centros educativos no universitarios. Módulo: 6 COMMUNITY MANAGER EDUCATIVO,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Itinerarios formativos/COFOTAP,comunity-manager-educativo,https://moodle.catedu.es/course/view.php?id=1043,https://moodle.catedu.es/pluginfile.php/126592/course/overviewfiles/2021-01-18%2007_26_53-Window.jpg,5.0,,1.0,2022-23,A2,A2,A1,A2,A2,A1,A1,A1,A1,,A1,,,,,,,A1,,A1,,A1,A1
True,9300.0,RESOLUCIÓN DE PROBLEMAS TECNOLÓGICOS Y DIGITALES,"•        Conocer los conceptos básicos a tener en cuenta en Software y Hardware para interpretar los problemas y aconsejar en las compras.
•        Conocer los conceptos básicos de redes para interpretar la arquitectura de red del centro educativo.
•        Saber gestionar los diferentes problemas, a quien acudir y cómo.
",Hardware. Software. Almacenamiento. Formatear. Redes. Estructura de una red. Cableado. Router. Protocolos. Ips. DNS. Wifi. A experimentar. Problemas ¿Qué hago?. No estas sólo Esta actividad se considera equivalente al módulo 7 del bloque específico del itinerario formativo de personas coordinadoras de formación para el uso de las tecnologías en los aprendizajes en los centros educativos no universitarios. Resolución de 22 de diciembre de 2020 del Director General de Innovación y Formación Profesional sobre itinerarios formativos de las personas coordinadoras de formación en los centros educativos no universitarios de las asesorías de formación del profesorado en los Centros de Profesorado y creación de los itinerarios formativos de personas coordinadoras de formación para el uso de las tecnologías en los aprendizajes personas coordinadoras de convivencia e igualdad y personas coordinadoras del itinerario bilingüe en los centros educativos no universitarios. Módulo: 7 RESOLUCIÓN DE PROBLEMAS TECNOLÓGICOS Y DIGITALES,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Itinerarios formativos/COFOTAP,resolucion-de-problemas,https://moodle.catedu.es/course/view.php?id=483,https://moodle.catedu.es/pluginfile.php/87349/course/overviewfiles/sebastian-herrmann-jzTQVxCyKYs-unsplash.jpg,10.0,,1.0,2022-23,A2,A2,A1,B1,B1,,,,A1,,,,,,,,,,,,,A1,A1
True,9400.0,SOFTWARE LIBRE,,1. INTRODUCCIÓN AL SOFTWARE LIBRE 2. DISTRIBUCIONES LIBRES: VITALINUX 3. APLICACIONES LIBRES Esta actividad se considera equivalente al módulo 8 del bloque específico del itinerario formativo de personas coordinadoras de formación para el uso de las tecnologías en los aprendizajes en los centros educativos no universitarios. Resolución de 22 de diciembre de 2020 del Director General de Innovación y Formación Profesional sobre itinerarios formativos de las personas coordinadoras de formación en los centros educativos no universitarios de las asesorías de formación del profesorado en los Centros de Profesorado y creación de los itinerarios formativos de personas coordinadoras de formación para el uso de las tecnologías en los aprendizajes personas coordinadoras de convivencia e igualdad y personas coordinadoras del itinerario bilingüe en los centros educativos no universitarios. Módulo: 8 SOFTWARE LIBRE,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Itinerarios formativos/COFOTAP,curso-cofotac-vitalinux,https://moodle.catedu.es/course/view.php?id=1055,https://moodle.catedu.es/pluginfile.php/128164/course/overviewfiles/free.jpg,10.0,,1.0,2022-23,B1,B1,B1,B1,B1,,A2,,A2,,,,,,,A1,,A1,,,A1,A1,A1
True,9500.0,TRABAJO FIN DE ITINERARIO COFOTAP,,Evaluación y objetivos de mejora de la competencia digital docente mediante formación del profesorado. Estrategia formativa en coordinación con el Centro de Profesorado para la mejora de la formación del profesorado de su centro y propuesta de actividades concretas Indicadores de logro. Reflexión personal sobre qué puede aportar el solicitante a la actualización de la competencia digital del profesorado de su centro a través de la formación.,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Itinerarios formativos/COFOTAP,,https://moodle.catedu.es/course/view.php?id=1048,https://moodle.catedu.es/pluginfile.php/127923/course/overviewfiles/kelly-sikkema-gcHFXsdcmJE-unsplash.jpg,30.0,,1.0,2022-23,B1,B1,B1,B1,B1,B1,B1,,B1,,,,,,,,,,,,,,
True,1610.0,MARCO LEGAL. EPISTOMOLOGÍA FEMINISTA. ¿POR QUÉ UN PLAN DE IGUALDAD?,,,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Itinerarios formativos/Convivencia e igualdad,,https://moodle.catedu.es/course/view.php?id=1090,https://moodle.catedu.es/pluginfile.php/134785/course/overviewfiles/aleksander-naug-zc4zlco207A-unsplash%20%282%29.jpg,10.0,,1.0,2022-23,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
True,1620.0,LENGUAJES CON PERSPECTIVA DE GÉNERO,,1- PLANTEAMIENTOS LINGÜÍSTICOS SOBRE EL LENGUAJE INCLUSIVO 2- ¿POR QUÉ EL GÉNERO GRAMATICAL ES EL CENTRO DE LA POLÉMICA? 3- ALTERNATIVAS DE USO AL MASCULINO ANDROCÉNTRICO 4- SESGOS DISCRIMINATORIOS DE GÉNERO EN EL NIVEL LÉXICO Y TEXTUAL 5- REFERENCIAS LEGISLATIVAS SOBRE EL USO DEL LENGUAJE INCLUSIVO NO SEXISTA Esta actividad se considera equivalente al módulo 2 del itinerario formativo de las personas coordinadoras de Convivencia e Igualdad en los centros educativos no universitarios. Resolución de 22 de diciembre de 2020 del Director General de Innovación y Formación Profesional sobre itinerarios formativos de las personas coordinadoras de formación en los centros educativos no universitarios de las asesorías de formación del profesorado en los Centros de Profesorado y creación de los itinerarios formativos de personas coordinadoras de formación para el uso de las tecnologías en los aprendizajes personas coordinadoras de convivencia e igualdad y personas coordinadoras del itinerario bilingüe en los centros educativos no universitarios. Módulo 2: LENGUAJES CON PERSPECTIVA DE GÉNERO.,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Itinerarios formativos/Convivencia e igualdad,,https://moodle.catedu.es/course/view.php?id=1094,https://moodle.catedu.es/pluginfile.php/134886/course/overviewfiles/aleksander-naug-zc4zlco207A-unsplash%20%282%29.jpg,10.0,,1.0,2022-23,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
True,1630.0,EMPODERAMIENTO FEMENINO. PROMOCION DE LA IGUALDAD DE GENERO,,,,Itinerarios formativos/Convivencia e igualdad,,https://moodle.catedu.es/course/view.php?id=1095,https://moodle.catedu.es/pluginfile.php/134899/course/overviewfiles/aleksander-naug-zc4zlco207A-unsplash%20%282%29.jpg,10.0,,1.0,2022-23,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
True,1640.0,MASCULINIDADES DIVERSAS. VISIBILIZACIÓN DE IDENTIDADES. EDUCACIÓN AFECTIVO SEXUAL,,1. Identidad: Masculinidades diversas frente a la hegemonía 2. Visibilidad de las diversidades y las violencias relacionadas. 3. Educación Sexual y por supuesto afectiva Esta actividad se considera equivalente al módulo 4 del itinerario formativo de las personas coordinadoras de Convivencia e Igualdad en los centros educativos no universitarios. Resolución de 22 de diciembre de 2020 del Director General de Innovación y Formación Profesional sobre itinerarios formativos de las personas coordinadoras de formación en los centros educativos no universitarios de las asesorías de formación del profesorado en los Centros de Profesorado y creación de los itinerarios formativos de personas coordinadoras de formación para el uso de las tecnologías en los aprendizajes personas coordinadoras de convivencia e igualdad y personas coordinadoras del itinerario bilingüe en los centros educativos no universitarios. Módulo 4: MASCULINIDADES DIVERSAS. VISIBILIZACIÓN DE IDENTIDADES. EDUCACIÓN AFECTIVO SEXUAL,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Itinerarios formativos/Convivencia e igualdad,,https://moodle.catedu.es/course/view.php?id=1096,https://moodle.catedu.es/pluginfile.php/134913/course/overviewfiles/aleksander-naug-zc4zlco207A-unsplash%20%282%29.jpg,10.0,,1.0,2022-23,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
True,1650.0,ERRADICACIÓN DE LA VIOLENCIA,,1-¿Por qué hablar de Violencia de Género en los centros educativos? 2- El aula como nicho que trabaja para erradicar la violencia de género 3-¿Cuál es el papel de las tutorías en la prevención de la violencia de género? Esta actividad se considera equivalente al módulo 5 del itinerario formativo de las personas coordinadoras de Convivencia e Igualdad en los centros educativos no universitarios. Resolución de 22 de diciembre de 2020 del Director General de Innovación y Formación Profesional sobre itinerarios formativos de las personas coordinadoras de formación en los centros educativos no universitarios de las asesorías de formación del profesorado en los Centros de Profesorado y creación de los itinerarios formativos de personas coordinadoras de formación para el uso de las tecnologías en los aprendizajes personas coordinadoras de convivencia e igualdad y personas coordinadoras del itinerario bilingüe en los centros educativos no universitarios. Módulo 5: ERRADICACIÓN DE LA VIOLENCIA,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Itinerarios formativos/Convivencia e igualdad,,https://moodle.catedu.es/course/view.php?id=1097,https://moodle.catedu.es/pluginfile.php/134923/course/overviewfiles/aleksander-naug-zc4zlco207A-unsplash%20%282%29.jpg,10.0,,1.0,2022-23,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
True,1660.0,INTERSECCIONALIDAD. CONSTRUCCIÓN DE IDENTIDADES. CULTURAS.,,,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Itinerarios formativos/Convivencia e igualdad,,https://moodle.catedu.es/course/view.php?id=1098,https://moodle.catedu.es/pluginfile.php/134938/course/overviewfiles/aleksander-naug-zc4zlco207A-unsplash%20%282%29.jpg,10.0,,1.0,2022-23,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
True,1670.0,CONVIVENCIA,,1- Preocupación por mejorar las condiciones materiales de vida de las personas 2- LOS CONFLICTOS. 3- MODELOS DE GESTIÓN DE LA CONVIVENCIA 4-ALGUNAS ESTRUCTURAS Y RECURSOS 5- NORMATIVA SOBRE CONVIVENCIA E IGUALDAD 6- ACOSO ESCOLAR. Esta actividad se considera equivalente al módulo 7 del itinerario formativo de las personas coordinadoras de Convivencia e Igualdad en los centros educativos no universitarios. Resolución de 22 de diciembre de 2020 del Director General de Innovación y Formación Profesional sobre itinerarios formativos de las personas coordinadoras de formación en los centros educativos no universitarios de las asesorías de formación del profesorado en los Centros de Profesorado y creación de los itinerarios formativos de personas coordinadoras de formación para el uso de las tecnologías en los aprendizajes personas coordinadoras de convivencia e igualdad y personas coordinadoras del itinerario bilingüe en los centros educativos no universitarios. Módulo 7: CONVIVENCIA,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Itinerarios formativos/Convivencia e igualdad,,https://moodle.catedu.es/course/view.php?id=1099,https://moodle.catedu.es/pluginfile.php/134987/course/overviewfiles/aleksander-naug-zc4zlco207A-unsplash%20%282%29.jpg,10.0,,1.0,2022-23,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
True,1699.0,TRABAJO FIN DE ITINERARIO IGUALDAD,,,,Otros,,https://moodle.catedu.es/course/view.php?id=1100,https://moodle.catedu.es/pluginfile.php/134987/course/overviewfiles/aleksander-naug-zc4zlco207A-unsplash%20%282%29.jpg,30.0,,1.0,2022-23,A2,A2,,A2,A2,,,,,,,,,,,,,,,,,,
False,,TRATAMIENTO DIGITAL DE LA IMAGEN PARA LA ENSEÑANZA,"• Conocer los fundamentos básicos de la Imagen Digital.
• Saber buscar, encontrar y descargar recursos digitales.
• Crear y manipular imágenes con efectos digitales.
• Componer productos multimedia partiendo de otras imágenes, textos, vídeo y sonido mediante la integración de distintos recursos.
• Compartir recursos en internet bajo licencia Creative Comons.
• Aplicar lo aprendido en nuestra labor docente.
",,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Destrezas digitales/básicas,tratamiento-de-la-imagen-digital,https://moodle.catedu.es/course/view.php?id=87,https://moodle.catedu.es/pluginfile.php/6149/course/overviewfiles/picography-photo-editing-laptop.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,REALIDAD AUMENTADA,"Presentar a los participantes diversas herramientas basadas en la realidad aumentada. 
Claves de éxito de dichas herramientas en su uso diario.
Metodología de uso en el aula.
Conocer diferentes recursos existentes en el ámbito educativo
Dotar de destrezas en el uso de estas herramientas",MÓDULO 1 : Introducción a la Realidad Aumentada 1.1 Historia de la realidad aumentada 1.2 Niveles de realidad aumentada MÓDULO 2 : Creación de contenidos de Realidad Aumentada 2.1 Códigos Q 2.1 ¿Qué es un código QR? 2.2 Generadores de códigos QR 2.3 Aplicaciones didácticas de uso 2.4 Aurasma 2.4.1 ¿Qué es Aurasma? 2.4.2 Aurasma Studio 2.4.3 Características de la plataforma 2.4.4 Aplicaciones didácticas de uso MÓDULO 3 : Material basado en Realidad Aumentada 3.1 Realidad aumentada en Infantil y primaria 3.2 Realidad aumentada en Secundaria y Bachillerato 3.3 Realidad aumentada en otros ámbitos 3.4 Páginas web de realidad aumentada MÓDULO 4 : Geolocalización 4.1 ¿Qué es la geolocalización? 4.2 Geoaumentaty 4.2.1 ¿Qué es? 4.2.2 Características de la plataforma 4.2.3 Creación de rutas geolocalizadas MÓDULO 5 : Realidad Virtual 5.1 Escenarios virtuales,"● Disponer de un ordenador con conexión a Internet.
● Saber navegar por internet, buscar información y descargar y subir archivos
● Conocimientos básicos sobre manejo del ordenador: abrir y cerrar programas, guardar archivos, enviar correos electrónicos con archivos adjuntos, añadir mensajes en foros...",Destrezas digitales/avanzadas,introduccion-a-la-realidad-aumentada,https://moodle.catedu.es/course/view.php?id=7,https://moodle.catedu.es/pluginfile.php/620/course/overviewfiles/3d-augmented-reality-medical-315437.jpg,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,PRESENTACIONES CON POWERPOINT Y OTRAS HERRAMIENTAS,,,,Destrezas digitales/básicas,presentaciones,https://moodle.catedu.es/course/view.php?id=88,https://moodle.catedu.es/pluginfile.php/6179/course/overviewfiles/teemu-paananen-376238-unsplash.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,FUNCIONARIADO EN PRÁCTICAS. CUERPO DE MÚSICA Y ARTES ESCÉNICAS.(0594),,,,Funcionariado en prácticas,funcipracs_art,https://moodle.catedu.es/course/view.php?id=431,https://moodle.catedu.es/pluginfile.php/72295/course/overviewfiles/musicos.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,670.0,Rover marciano ALPHABOT Rasbperry y Python,,,,STEAM/Robótica,https://libros.catedu.es/books/rover-marciano-alphabot-rasbperry-y-python,https://moodle.catedu.es/course/view.php?id=252,https://moodle.catedu.es/pluginfile.php/33589/course/overviewfiles/portadarover.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,"Alfabetizaciones múltiples, más allá de la lectura",,,,Metodologías,alfabetizaciones-multiples,https://moodle.catedu.es/course/view.php?id=75,https://moodle.catedu.es/pluginfile.php/5611/course/overviewfiles/read-1342499_1920.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,Programación orientada a objetos-Java,,,,STEAM/Programación,poo-java,https://moodle.catedu.es/course/view.php?id=70,https://moodle.catedu.es/pluginfile.php/5386/course/overviewfiles/java.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,FUNCIONARIADO EN PRÁCTICAS. CUERPO DE MAESTROS.(0597),,,,Funcionariado en prácticas,funcipracs_0597,https://moodle.catedu.es/course/view.php?id=430,https://moodle.catedu.es/pluginfile.php/72276/course/overviewfiles/green-ga13987a15_1920.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,Teams. Comunicación entre Docentes y Centro Educativo,,,,Destrezas digitales/avanzadas,cdteams,https://moodle.catedu.es/course/view.php?id=534,https://moodle.catedu.es/pluginfile.php/91391/course/overviewfiles/banner-935470_1920.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,Scribus: Maqueta visualmente tus contenidos educativos,,,,Destrezas digitales/básicas,scribus-maqueta-visualmente-tus-contenidos-educativos,https://moodle.catedu.es/course/view.php?id=50,https://moodle.catedu.es/pluginfile.php/1344/course/overviewfiles/Scribus_146_on_Linux_Mint_18.png,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,Mobile Learning y Realidad Aumentada,,,,Destrezas digitales/avanzadas,mobile-learning,https://moodle.catedu.es/course/view.php?id=72,https://moodle.catedu.es/pluginfile.php/5409/course/overviewfiles/blur-close-up-colored-pens-213015.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,Curso básico de hojas de cálculo,,,,Destrezas digitales/básicas,hojas-de-calculo,https://moodle.catedu.es/course/view.php?id=91,https://moodle.catedu.es/pluginfile.php/6330/course/overviewfiles/StockSnap_PHE63L27S6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,Administrador de bibliotecas Abiesweb,,,,Otros,abies-administrador,https://moodle.catedu.es/course/view.php?id=11,https://moodle.catedu.es/pluginfile.php/719/course/overviewfiles/adolfo-felix-572731-unsplash.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,662.0,Regálate un mClon,,,,STEAM/Robótica,https://libros.catedu.es/books/regalate-un-mclon,https://moodle.catedu.es/course/view.php?id=1145,https://moodle.catedu.es/pluginfile.php/139480/course/overviewfiles/mClon_cabezallo7.jpg,,,1.0,2022-23,A2,A2,A1,B1,A2,,A1,,A1,,,,,,,A1,,A1,,,A1,,A1
False,,Lengua y Literatura con las TIC,,,,Metodologías,lengua-y-literatura-con-las-tic,https://moodle.catedu.es/course/view.php?id=101,https://moodle.catedu.es/pluginfile.php/6638/course/overviewfiles/bookshelf-413705_1920.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,Monta tu aula de informática con Raspberry Pi,,,,Destrezas digitales/avanzadas,monta-tu-aula-de-informatica-con-raspberry-pi,https://moodle.catedu.es/course/view.php?id=58,https://moodle.catedu.es/pluginfile.php/1424/course/overviewfiles/raspberry-pi-950490_1920.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,Internet Básico,,,,Destrezas digitales/básicas,internet-basico,https://moodle.catedu.es/course/view.php?id=103,https://moodle.catedu.es/pluginfile.php/6721/course/overviewfiles/internet-3629639_1920.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,Las TIC en el Aula,,,,Destrezas digitales/básicas,las-tic-en-el-aula,https://moodle.catedu.es/course/view.php?id=102,https://moodle.catedu.es/pluginfile.php/6673/course/overviewfiles/rawpixel-310778-unsplash.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,Mejorar la sintaxis con las TIC,,,,Metodologías,sintaxis_con_las_tic,https://moodle.catedu.es/course/view.php?id=110,https://moodle.catedu.es/pluginfile.php/7209/course/overviewfiles/sintax.png,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,Uso didáctico de la PDI,,,,Metodologías,uso-didactico-de-la-pdi,https://moodle.catedu.es/course/view.php?id=94,https://moodle.catedu.es/pluginfile.php/6455/course/overviewfiles/Clase_de_m%C3%BAsica_por_pizarra_interactiva_multimedial.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,275.0,IMPRESIÓN BÁSICA EN 3D CON TINKERCAD Y CURA,,,,STEAM,https://libros.catedu.es/books/impresion-basica-en-3d-con-tinkercad-y-cura,https://moodle.catedu.es/course/view.php?id=1087,https://moodle.catedu.es/pluginfile.php/134280/course/overviewfiles/adam-winger-2fr56H6rgJk-unsplash.jpg,,,1.0,2022-23,A2,A2,A1,B1,A2,,A1,,A1,,,,,,,,,A1,,,A1,,A1
False,,Abiesweb para Usuarios Lectores,,,,Otros,abies-lectores,https://moodle.catedu.es/course/view.php?id=12,https://moodle.catedu.es/pluginfile.php/738/course/overviewfiles/adolfo-felix-572731-unsplash.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,Matemáticas con las TIC,,,,Metodologías,matematicas-tic,https://moodle.catedu.es/course/view.php?id=8,https://moodle.catedu.es/pluginfile.php/690/course/overviewfiles/geometry-1044090_1920.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,Word avanzado y otras herramientas,,,,Destrezas digitales/avanzadas,word-avanzado-y-otras-herramientas,https://moodle.catedu.es/course/view.php?id=93,https://moodle.catedu.es/pluginfile.php/6407/course/overviewfiles/Editing_for_Art_%2B_Feminism_Wikipedia_Edit-a-Thon.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,Narrativa digital en el aula,,,,Metodologías,intef-narrativa-digital-aula-,https://moodle.catedu.es/course/view.php?id=249,https://moodle.catedu.es/pluginfile.php/32402/course/overviewfiles/figure-1819181_1920.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
